"student_id","program_id","timestamp","GADS_1orig","GADS_2orig","GADS_3orig","GADS_4orig","GADS_10orig","GADS_11orig","GADS_12orig","GADS_13orig","GADS_1","GADS_2","GADS_3","GADS_4","GADS_10","GADS_11","GADS_12","GADS_13","GADS_sum_ans_4","GADS_sum_dep_4","SE01_conf_aprender","SE02_autonomia_aprender","SE14NEG_cuesta_ejercicios","SE14R_cuesta_ejercicios","SE03_resolver_ejercicios","SE04_estudiar_tiempo_necesario","SE15NEG_cuesta_clases","SE15R_cuesta_clases","SE06_entender_compleja","SE08_buscar_ayuda_autonomia","SE09_conf_aprobar","SE10_identif_baches","SE16NEG_cuesta_comparacion","SE16R_cuesta_comparacion","SE11_entender_clases","SE13_resiliencia","SE_t1","SEpos_t1","SENeg_t1","SENegR_t1","BPN01_AS","BPN02_AF","BPN03_RF","BPN04_CS","BPN05_AS","BPN06_AF","BPN07_RS","BPN08_RF","BPN09_CF","BPN10_RS","BPN11_CF","BPN12_CS","BPN_CS_t2","BPN_CF_t2","BPN_AS_t2","BPN_AF_t2","BPN_RS_t2","BPN_RF_t2","PERC_lastP_cat","PERC_lastP","SABE_NOTA_lastP","ESTUDIO_ANTICIPADO_cat","ESTUDIO_ANTICIPADO","VECES_ESTUDIO_cat","VECES_ESTUDIO","HORAS_ESTUDIO_cat","HORAS_ESTUDIO","ESTUDIARIA_MAS_cat","ESTUDIARIA_MAS","VER_VS_RESOLVER_APRENDER","VER_VS_RESOLVER_PRUEBAS","VER_VS_RESOLVER_TIEMPO"
"b11e0d97ee9eda30b5b0b8db7becdd",1708,"6/24/2024 11:46:29",2,2,0,1,2,0,2,1,1,1,0,0,1,0,1,0,2,2,5,3,2,5,6,3,2,5,4,2,5,4,1,6,4,4,4.307692308,4,1.666666667,5.333333333,4,2,1,3,3,2,4,1,3,3,4,4,3.5,3.5,3.5,2,3.5,1,"bien",4,"No","1 día antes",1,"2 veces",2,"entre 3 y 6 horas",3,"Igual",0,5,4,5
"892cbab9fb8549489b6327efe749b6",1736,"6/26/2024 15:07:35",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,6,1,3,3,3,4,3,3,1,3,5,2,3,3,2.615384615,2.7,4.666666667,2.333333333,4,3,3,4,4,1,2,4,4,3,3,2,3,3.5,4,2,2.5,3.5,"muy mal",1,"No","No estudié",0,"1 vez",1,"entre 1 y 3 horas",1,"Mucho más",2,6,6,6
"ce715338e6859476a7402bcfa31750",1704,"6/25/2024 12:02:16",2,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2,0,3,2,5,2,2,2,3,4,2,2,1,4,6,1,3,4,2.461538462,2.5,4.666666667,2.333333333,3,2,1,2,3,3,3,2,5,4,4,2,2,4.5,3,2.5,3.5,1.5,"mal",2,"No","entre 3 y 6 días antes",3,"5 o más veces",5,"entre 10 y 15 horas",10,"Más",1,2,2,3
"67712f6baf2bc007ef222b68b96209",1822,"6/26/2024 11:21:43",3,2,2,3,1,1,1,1,1,1,1,1,0,0,0,0,4,0,1,1,6,1,2,2,5,2,2,3,1,1,4,3,2,2,1.769230769,1.7,5,2,5,3,2,2,4,3,4,3,5,3,5,1,1.5,5,4.5,3,3.5,2.5,"muy mal",1,"No","2 días antes",2,"2 veces",2,"entre 3 y 6 horas",3,"Más",1,3,6,3
"75a414a35df1cc9f50dc62ca45f2e6",1736,"6/26/2024 15:05:36",2,2,1,3,3,2,2,2,1,1,0,1,1,1,1,1,3,4,4,5,5,2,3,3,5,2,3,2,2,5,6,1,4,2,2.923076923,3.3,5.333333333,1.666666667,3,5,1,3,3,5,4,2,5,2,5,2,2.5,5,3,5,3,1.5,"mal",2,"Si","entre 3 y 6 días antes",3,"3 veces",3,"entre 1 y 3 horas",1,"Mucho más",2,2,2,2
"6f1792e97c9ef3a9cc10823d899f60",1730,"7/3/2024 12:00:10",1,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,3,3,5,2,3,3,3,4,2,5,2,4,5,2,3,3,3,3.1,4.333333333,2.666666667,4,2,2,3,3,3,4,3,4,2,3,2,2.5,3.5,3.5,2.5,3,2.5,"mal",2,"Si","2 días antes",2,"3 veces",3,"entre 3 y 6 horas",3,"Mucho más",2,5,5,4
"9da06279a15fb37c612b91297422da",1740,"7/1/2024 14:44:03",3,3,2,2,1,1,1,3,1,1,1,1,0,0,0,1,4,1,4,5,2,5,4,6,2,5,4,6,5,6,1,6,5,5,5.076923077,5,1.666666667,5.333333333,3,5,2,3,1,5,1,1,5,3,5,3,3,5,2,5,2,1.5,"muy mal",1,"Si","entre 3 y 6 días antes",3,"5 o más veces",5,"entre 15 y 24 horas",15,"Mucho más",2,6,6,4
"810b711359b06b624e4b19589bf5a0",1740,"7/1/2024 14:40:47",2,2,1,2,3,3,2,3,1,1,0,1,1,1,1,1,3,4,2,3,1,6,1,1,6,1,1,4,2,2,6,1,5,3,2.461538462,2.4,4.333333333,2.666666667,2,5,1,1,3,4,3,2,5,3,5,4,2.5,5,2.5,4.5,3,1.5,"muy mal",1,"Si","2 días antes",2,"3 veces",3,"entre 3 y 6 horas",3,"Mucho más",2,1,1,3
"3bcfd81045607fc2dd3dca03b4dd73",1730,"7/3/2024 12:06:20",3,3,2,3,3,2,2,2,1,1,1,1,1,1,1,1,4,4,2,1,6,1,1,3,5,2,3,3,1,6,5,2,2,3,2.307692308,2.5,5.333333333,1.666666667,4,4,2,2,4,4,3,2,5,5,2,1,1.5,3.5,4,4,4,2,"muy mal",1,"Si","1 semana antes",7,"5 o más veces",5,"entre 3 y 6 horas",3,"Mucho más",2,4,4,3
"03b1f51799676ce901a791f42b847e",1740,"7/1/2024 14:47:16",0,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,3,5,4,3,3,4,4,3,3,5,3,5,2,5,4,5,3.923076923,4,3.333333333,3.666666667,4,4,2,4,3,2,3,2,3,3,3,4,4,3,3.5,3,3,2,"más o menos",3,"Si","2 semanas antes",14,"4 veces",4,"entre 10 y 15 horas",10,"Menos",-1,5,5,5
"eb96a8502a18a16e3f9030078ffee3",1704,"6/25/2024 12:02:29",2,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,4,4,2,4,2,5,2,4,2,5,2,3,1,3,3,4,2,4,3.153846154,2.7,2.333333333,4.666666667,3,3,1,3,4,2,4,2,5,2,5,5,4,5,3.5,2.5,3,1.5,"muy mal",1,"No","entre 3 y 6 días antes",3,"4 veces",4,"entre 3 y 6 horas",3,"Más",1,3,5,3
"ef2729a63ac6810c0a579eec69c3e9",1740,"7/1/2024 14:46:21",2,2,2,1,2,2,1,1,1,1,1,0,1,1,0,0,3,2,5,4,3,4,3,4,3,4,3,4,4,4,4,3,4,4,3.846153846,3.9,3.333333333,3.666666667,4,4,2,4,4,4,4,3,3,5,3,4,4,3,4,4,4.5,2.5,"mal",2,"Si","entre 3 y 6 días antes",3,"4 veces",4,"entre 6 y 10 horas",6,"Más",1,4,5,4
"147c3d513167d299a2bdd9d7ff2686",1708,"7/1/2024 10:08:10",3,3,1,2,3,2,1,2,1,1,0,1,1,1,0,1,3,3,6,3,5,2,4,1,2,5,5,4,5,6,6,1,4,5,3.923076923,4.3,4.333333333,2.666666667,4,5,1,4,1,5,5,3,5,5,5,2,3,5,2.5,5,5,2,"muy bien",5,"Si","1 semana antes",7,"4 veces",4,"entre 3 y 6 horas",3,"Igual",0,2,6,5
"b7cc57b52f474e9b9e65fe25b30d50",1740,"7/1/2024 14:50:24",3,3,2,1,3,3,2,2,1,1,1,0,1,1,1,1,3,4,3,3,4,3,4,2,3,4,2,3,2,5,4,3,3,1,2.923076923,2.8,3.666666667,3.333333333,3,4,1,3,2,5,2,3,3,3,4,3,3,3.5,2.5,4.5,2.5,2,"más o menos",3,"No","2 días antes",2,"3 veces",3,"entre 1 y 3 horas",1,"Más",1,3,2,3
"393125396fb0a66510d6c9c28cc8c2",1708,"7/1/2024 10:07:46",2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,3,0,4,4,5,2,3,2,3,4,5,5,3,2,5,2,3,3,3.230769231,3.4,4.333333333,2.666666667,4,2,3,3,4,2,3,3,4,4,5,3,3,4.5,4,2,3.5,3,"más o menos",3,"No","entre 3 y 6 días antes",3,"4 veces",4,"entre 3 y 6 horas",3,"Más",1,3,3,1
"c0fe560629e3cef99b2d1eaec57796",1708,"6/27/2024 12:50:54",2,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,4,6,3,4,4,5,3,4,4,6,4,3,3,4,4,5,4.384615385,4.5,3,4,3,5,1,4,5,3,5,1,4,5,3,3,3.5,3.5,4,4,5,1,"más o menos",3,"No","2 semanas antes",14,"5 o más veces",5,"entre 3 y 6 horas",3,"Mucho más",2,1,6,5
"3c7518e6299b99099ac19e4ed34604",1822,"6/26/2024 11:26:15",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,3,4,3,3,2,3,6,4,3,2,4,3.230769231,3.3,4,3,5,3,1,4,5,2,4,2,2,4,3,3,3.5,2.5,5,2.5,4,1.5,"mal",2,"No","2 días antes",2,"3 veces",3,"entre 3 y 6 horas",3,"Más",1,3,4,5
"e02749974fbae7b4714bad695d9580",1704,"6/25/2024 12:00:35",1,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,4,6,5,2,5,6,3,4,4,5,4,6,6,1,5,5,4.384615385,5,4.666666667,2.333333333,4,3,1,3,4,1,5,1,4,4,3,3,3,3.5,4,2,4.5,1,"mal",2,"Si","entre 3 y 6 días antes",3,"4 veces",4,"entre 6 y 10 horas",6,"Mucho más",2,5,6,6
"42fd7c0b12735e38bc928b0dac5810",1740,"7/1/2024 14:42:45",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,4,4,3,4,5,2,5,3,3,3.615384615,3.4,2.666666667,4.333333333,2,3,3,4,1,2,3,5,2,4,4,3,3.5,3,1.5,2.5,3.5,4,"más o menos",3,"No","entre 3 y 6 días antes",3,"3 veces",3,"entre 6 y 10 horas",6,"Mucho más",2,4,4,4
"188742bc4f27f5a38dc3ecffd7c369",1708,"7/1/2024 10:08:11",1,2,1,1,2,1,1,1,0,1,0,0,1,0,0,0,1,1,6,6,2,5,5,6,3,4,5,6,5,6,4,3,4,6,5.153846154,5.5,3,4,5,3,2,4,4,3,4,2,3,4,4,3,3.5,3.5,4.5,3,4,2,"bien",4,"No","entre 3 y 6 días antes",3,"5 o más veces",5,"entre 6 y 10 horas",6,"Más",1,6,6,6
"586364f2fd6a81300db04cb1b4acaf",1822,"6/26/2024 11:20:52",3,3,2,3,2,1,2,3,1,1,1,1,1,0,1,1,4,3,3,3,5,2,3,4,4,3,3,3,2,3,3,4,3,2,2.923076923,2.9,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3.5,3,3,3,3.5,3,"muy mal",1,"No","entre 3 y 6 días antes",3,"4 veces",4,"entre 6 y 10 horas",6,"Igual",0,3,4,3
"7d0813601a67c2001f64af7c7c6355",1708,"7/1/2024 10:08:42",1,1,2,1,1,2,0,1,0,0,1,0,0,1,0,0,1,1,3,4,4,3,2,3,4,3,3,4,2,5,4,3,3,4,3.230769231,3.3,4,3,3,3,2,3,2,1,3,2,4,2,2,3,3,3,2.5,2,2.5,2,"mal",2,"Si","1 día antes",1,"2 veces",2,"entre 3 y 6 horas",3,"Mucho más",2,1,5,3
"8d42c0f41917514263d556152e0283",1807,"6/27/2024 16:14:30",0,1,1,0,2,2,0,1,0,0,0,0,1,1,0,0,0,2,4,4,2,5,5,3,2,5,5,2,4,4,2,5,5,3,4.153846154,3.9,2,5,3,3,1,3,4,2,2,2,5,4,2,2,2.5,3.5,3.5,2.5,3,1.5,"muy mal",1,"Si","2 días antes",2,"3 veces",3,"entre 1 y 3 horas",1,"Mucho más",2,3,5,4
"9d32fe321e97305fc772035c2216c4",1708,"7/1/2024 10:06:18",2,3,1,2,2,1,1,1,1,1,0,1,1,0,0,0,3,1,4,3,6,1,4,3,4,3,3,4,3,4,5,2,4,1,3,3.3,5,2,3,4,2,2,3,4,3,2,4,4,4,3,2.5,4,3,4,3.5,2,"muy mal",1,"Si","2 días antes",2,"3 veces",3,"entre 3 y 6 horas",3,"Mucho más",2,4,3,3
"2134296a5e2ff3b54486629679132e",1708,"6/27/2024 12:52:58",2,1,1,1,2,2,2,1,1,0,0,0,1,1,1,0,1,3,4,3,4,3,4,3,4,3,3,4,4,3,5,2,4,2,3.230769231,3.4,4.333333333,2.666666667,5,3,2,4,4,2,4,1,5,4,4,2,3,4.5,4.5,2.5,4,1.5,"mal",2,"No","entre 3 y 6 días antes",3,"4 veces",4,"entre 6 y 10 horas",6,"Mucho más",2,5,4,5
"e53bc1eac77bedbd642b8b7eb8c7dc",1708,"6/27/2024 12:57:23",1,1,2,0,2,1,3,2,0,0,1,0,1,0,1,1,1,3,3,3,4,3,2,1,4,3,3,1,4,1,3,4,2,4,2.615384615,2.4,3.666666667,3.333333333,4,5,1,2,1,4,5,2,4,3,3,2,2,3.5,2.5,4.5,4,1.5,"mal",2,"No","No estudié",0,"1 vez",1,"entre 1 y 3 horas",1,"Más",1,4,4,4
"de2da5784ac728f0d33ec552d6cf3a",1730,"7/3/2024 12:07:45",1,2,1,2,3,2,1,2,0,1,0,1,1,1,0,1,2,3,4,4,2,5,5,2,3,4,5,4,3,6,2,5,4,4,4.230769231,4.1,2.333333333,4.666666667,3,5,2,4,1,5,1,1,4,4,3,3,3.5,3.5,2,5,2.5,1.5,"más o menos",3,"Si","entre 3 y 6 días antes",3,"3 veces",3,"entre 3 y 6 horas",3,"Mucho más",2,4,5,4
"36e9f4dccec2183bd9d09eb6b84d45",1708,"7/1/2024 10:09:10",2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,6,6,5,2,5,6,2,5,5,6,6,6,2,5,5,5,5.230769231,5.6,3,4,5,2,1,4,4,1,5,1,4,5,3,4,4,3.5,4.5,1.5,5,1,"mal",2,"Si","entre 3 y 6 días antes",3,"2 veces",2,"entre 15 y 24 horas",15,"Más",1,6,6,6
"b788710e8b74838cef1a89f4232f5e",1704,"6/25/2024 11:58:59",1,3,3,3,2,2,2,0,0,1,1,1,1,1,1,0,3,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3.769230769,4,4,3,4,4,1,3,4,1,4,1,3,4,3,3,3,3,4,2.5,4,1,"más o menos",3,"No","2 días antes",2,"5 o más veces",5,"entre 3 y 6 horas",3,"Más",1,4,4,4
"c55924a1017bedd97718d5706d49aa",1736,"6/26/2024 15:09:16",2,2,1,2,1,3,1,1,1,1,0,1,0,1,0,0,3,1,4,3,3,4,4,5,2,5,5,5,4,6,2,5,6,4,4.615384615,4.6,2.333333333,4.666666667,5,5,2,3,4,5,3,1,3,5,2,3,3,2.5,4.5,5,4,1.5,"bien",4,"No","2 días antes",2,"3 veces",3,"entre 3 y 6 horas",3,"Mucho más",2,6,6,5
"3382d48644fc414fa5fc9f07f12458",1736,"6/26/2024 15:12:19",2,2,1,2,3,1,2,2,1,1,0,1,1,0,1,1,3,3,4,6,4,3,5,5,4,3,3,6,5,5,3,4,4,4,4.384615385,4.7,3.666666667,3.333333333,4,4,1,4,3,2,5,1,5,5,4,2,3,4.5,3.5,3,5,1,"muy mal",1,"No","1 día antes",1,"3 veces",3,"entre 3 y 6 horas",3,"Mucho más",2,4,6,6
"079af14007fd0a825b314792e83b6d",1736,"6/26/2024 15:13:06",2,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,4,3,3,4,3,5,4,3,2,6,5,6,1,6,1,6,4.153846154,4.1,2.666666667,4.333333333,5,2,1,5,5,1,4,4,5,3,4,2,3.5,4.5,5,1.5,3.5,2.5,"mal",2,"No","entre 3 y 6 días antes",3,"5 o más veces",5,"entre 6 y 10 horas",6,"Mucho más",2,1,1,1
"d025d7613fb786ca63e37fbdc23328",1708,"6/27/2024 12:54:05",2,3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,4,4,3,5,5,2,4,4,4,3,3,5,2,4,5,2,4,2,3.307692308,3.6,4.666666667,2.333333333,2,5,1,5,2,5,5,1,5,5,5,3,4,5,2,5,5,1,"más o menos",3,"No","2 días antes",2,"1 vez",1,"entre 6 y 10 horas",6,"Mucho más",2,4,4,2
"6c97e5938a4581c797abfbdf5868d6",1708,"6/24/2024 11:43:59",1,2,2,2,2,2,2,1,0,1,1,1,1,1,1,0,3,3,4,4,3,4,4,5,4,3,4,5,4,5,4,3,5,4,4.153846154,4.4,3.666666667,3.333333333,4,4,3,4,4,3,4,3,3,4,3,3,3.5,3,4,3.5,4,3,"más o menos",3,"No","2 semanas antes",14,"5 o más veces",5,"entre 10 y 15 horas",10,"Igual",0,5,6,6
"9b08ee9cd5ae730ac99be9a2e0963a",1736,"6/26/2024 15:07:29",1,2,0,0,3,3,1,3,0,1,0,0,1,1,0,1,1,3,4,5,1,6,6,2,2,5,4,6,1,1,4,3,5,1,3.769230769,3.5,2.333333333,4.666666667,5,1,1,3,5,1,5,1,4,5,3,1,2,3.5,5,1,5,1,"mal",2,"No","2 días antes",2,"5 o más veces",5,"entre 1 y 3 horas",1,"Más",1,1,6,1
"04e89980b99bb75a1c46f9c7ca6b43",1740,"6/27/2024 8:36:31",2,2,2,2,3,1,1,1,1,1,1,1,1,0,0,0,4,1,5,4,5,2,3,5,5,2,2,6,2,4,4,3,2,2,3.230769231,3.5,4.666666667,2.333333333,5,5,4,4,2,1,5,2,5,4,4,2,3,4.5,3.5,3,4.5,3,"muy mal",1,"No","entre 3 y 6 días antes",3,"5 o más veces",5,"entre 1 y 3 horas",1,"Mucho más",2,1,6,1
"165a87ac8029d59cf83145b8441a80",1708,"7/1/2024 10:12:25",2,2,0,1,2,1,2,0,1,1,0,0,1,0,1,0,2,2,2,2,4,3,2,3,4,3,1,5,3,5,6,1,4,3,2.846153846,3,4.666666667,2.333333333,4,3,4,2,4,4,5,1,5,2,4,3,2.5,4.5,4,3.5,3.5,2.5,"más o menos",3,"No","entre 3 y 6 días antes",3,"3 veces",3,"entre 3 y 6 horas",3,"Más",1,5,5,5
"d861251ae33129a9624dc646d1cbcc",1822,"6/24/2024 11:12:26",2,2,1,2,3,2,2,2,1,1,0,1,1,1,1,1,3,4,3,5,3,4,4,4,3,4,4,4,2,5,5,2,4,2,3.615384615,3.7,3.666666667,3.333333333,3,5,1,3,3,4,3,2,5,5,5,3,3,5,3,4.5,4,1.5,"mal",2,"No","entre 3 y 6 días antes",3,"5 o más veces",5,"más de 24 horas",24,"Mucho más",2,6,3,3
"a630768a92802f439a60c270b8562b",1708,"6/27/2024 12:52:10",2,2,1,2,1,2,2,2,1,1,0,1,0,1,1,1,3,3,5,5,4,3,4,4,3,4,4,2,4,4,2,5,4,4,4,4,3,4,4,4,4,3,3,3,2,3,3,4,3,3,3,3,3.5,3.5,3,3.5,"más o menos",3,"No","2 días antes",2,"4 veces",4,"entre 3 y 6 horas",3,"Igual",0,5,5,5
"b84ecacc00028179118402e79c4bf4",1704,"6/25/2024 12:03:37",3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,4,4,1,1,6,1,1,2,6,1,1,1,2,1,6,1,1,1,1.153846154,1.2,6,1,2,5,4,2,1,5,2,5,5,2,5,1,1.5,5,1.5,5,2,4.5,"muy mal",1,"No","2 días antes",2,"2 veces",2,"entre 1 y 3 horas",1,"Mucho más",2,1,1,2
"902b2296cd3fae45a726c596feb862",1704,"6/25/2024 12:09:59",1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,4,4,4,3,5,5,5,2,4,5,5,5,2,5,5,5,4.384615385,4.7,3.666666667,3.333333333,3,5,1,4,3,3,5,2,4,5,3,3,3.5,3.5,3,4,5,1.5,"más o menos",3,"No","entre 3 y 6 días antes",3,"3 veces",3,"entre 1 y 3 horas",1,"Más",1,1,1,5
"8d0dd065f2e92c50c4c324d66837ac",1740,"7/1/2024 14:46:08",2,3,2,3,2,2,3,2,1,1,1,1,1,1,1,1,4,4,1,2,3,4,1,2,2,5,2,3,1,2,2,5,2,2,2.461538462,1.8,2.333333333,4.666666667,2,4,2,1,3,3,4,5,5,4,5,2,1.5,5,2.5,3.5,4,3.5,"muy mal",1,"No","entre 3 y 6 días antes",3,"2 veces",2,"entre 6 y 10 horas",6,"Mucho más",2,3,4,3
"0700c3fac2bf9ce6349552bb3254e9",1740,"7/1/2024 14:46:53",0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,6,6,1,6,6,6,1,6,6,6,5,6,1,6,6,1,5.538461538,5.4,1,6,5,5,1,5,5,4,5,1,2,3,4,1,3,3,5,4.5,4,1,"más o menos",3,"Si","2 días antes",2,"2 veces",2,"entre 3 y 6 horas",3,"Igual",0,6,6,5
"afe8d237c9eb69f5b94c62dbd90fde",1708,"7/1/2024 10:06:27",1,1,2,2,2,1,1,2,0,0,1,1,1,0,0,1,2,2,4,6,1,6,6,6,2,5,6,6,6,6,1,6,5,6,5.692307692,5.7,1.333333333,5.666666667,3,4,3,3,3,3,3,1,2,3,3,3,3,2.5,3,3.5,3,2,"bien",4,"Si","entre 3 y 6 días antes",3,"4 veces",4,"entre 3 y 6 horas",3,"Igual",0,3,3,3
"bb3fdbe5a00503e6d0fea9b463eb5f",1740,"7/1/2024 14:42:08",1,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,2,5,2,2,3,5,2,3,5,3,3,4,3,2,2,2.615384615,2.7,4.666666667,2.333333333,3,3,1,3,3,3,4,1,5,5,4,2,2.5,4.5,3,3,4.5,1,"muy mal",1,"Si","1 día antes",1,"2 veces",2,"entre 1 y 3 horas",1,"Mucho más",2,3,5,2
"74bb931689f05285449c52dc6eee24",1807,"6/27/2024 16:14:42",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,6,5,2,4,6,5,6,2,5,3,5,4.461538462,4.7,3.333333333,3.666666667,5,5,1,5,5,1,5,1,2,5,4,4,4.5,3,5,3,5,1,"bien",4,"Si","2 semanas antes",14,"4 veces",4,"entre 15 y 24 horas",15,"Igual",0,6,6,4
"3e6c509941a686a01b9db9297180b9",1708,"6/27/2024 12:52:57",1,1,1,2,3,2,1,1,0,0,0,1,1,1,0,0,1,2,4,5,3,4,3,6,3,4,3,3,3,5,3,4,4,4,4,4,3,4,3,4,1,3,2,5,4,1,3,3,3,3,3,3,2.5,4.5,3.5,1,"más o menos",3,"No","entre 3 y 6 días antes",3,"1 vez",1,"entre 1 y 3 horas",1,"Igual",0,3,3,2
"ec4a0a9cb1c3f0251f39eecda37622",1704,"6/25/2024 12:00:59",1,2,1,2,2,0,1,1,0,1,0,1,1,0,0,0,2,1,4,4,3,4,4,3,3,4,3,6,5,5,3,4,4,3,4.076923077,4.1,3,4,3,5,1,4,4,3,5,1,4,5,3,4,4,3.5,3.5,4,5,1,"mal",2,"No","entre 3 y 6 días antes",3,"3 veces",3,"entre 10 y 15 horas",10,"Mucho más",2,2,3,2
